iter	Passed	Remaining
2333	1656798	5441737
2334	1657436	5440791
2335	1658132	5440036
2336	1658776	5439110
2337	1659385	5438071
2338	1660733	5439452
2339	1661446	5438751
2340	1662676	5439744
2341	1664035	5441154
2342	1665219	5441989
2343	1666389	5442781
2344	1667330	5442820
2345	1668196	5442616
2346	1669010	5442239
2347	1669783	5441729
2348	1670801	5442019
2349	1671611	5441630
2350	1672382	5441112
2351	1673259	5440938
2352	1674309	5441326
2353	1675092	5440849
2354	1675847	5440276
2355	1676542	5439512
2356	1677412	5439313
2357	1678512	5439862
2358	1679381	5439659
2359	1680198	5439286
2360	1681069	5439090
2361	1681851	5438604
2362	1682625	5438091
2363	1683360	5437452
2364	1684103	5436842
2365	1684872	5436312
2366	1685698	5435968
2367	1686399	5435219
2368	1687141	5434603
2369	1687923	5434115
2370	1688707	5433636
2371	1689439	5432987
2372	1690257	5432615
2373	1691055	5432176
2374	1691763	5431451
2375	1692498	5430810
2376	1693350	5430548
2377	1694166	5430165
2378	1694961	5429718
2379	1695631	5428871
2380	1696390	5428307
2381	1697234	5428016
2382	1697979	5427405
2383	1698718	5426779
2384	1699564	5426490
2385	1700312	5425890
2386	1701055	5425278
2387	1701839	5424792
2388	1702636	5424348
2389	1703410	5423830
2390	1704257	5423543
2391	1705091	5423216
2392	1705982	5423070
2393	1706788	5422652
2394	1707617	5422309
2395	1708514	5422181
2396	1709376	5421939
2397	1710220	5421641
2398	1711082	5421399
2399	1711930	5421113
2400	1712962	5421407
2401	1714045	5421864
2402	1715008	5421937
2403	1715845	5421615
2404	1716686	5421303
2405	1717699	5421534
2406	1718594	5421389
2407	1719382	5420910
2408	1720091	5420180
2409	1721069	5420297
2410	1722031	5420362
2411	1722891	5420108
2412	1723620	5419438
2413	1724418	5418987
2414	1725299	5418797
2415	1726187	5418626
2416	1727055	5418394
2417	1727907	5418112
2418	1728728	5417730
2419	1729543	5417330
2420	1730276	5416674
2421	1731029	5416078
2422	1731800	5415540
2423	1732531	5414876
2424	1733286	5414286
2425	1734020	5413631
2426	1734772	5413034
2427	1735600	5412672
2428	1736474	5412451
2429	1737258	5411952
2430	1737991	5411295
2431	1738781	5410812
2432	1739541	5410237
2433	1740324	5409735
2434	1741191	5409491
2435	1741957	5408934
2436	1742718	5408364
2437	1743493	5407832
2438	1744467	5407921
2439	1745203	5407269
2440	1746160	5407303
2441	1746959	5406846
2442	1747805	5406536
2443	1748806	5406702
2444	1749665	5406431
2445	1750431	5405871
2446	1751305	5405642
2447	1752082	5405117
2448	1752885	5404671
2449	1753672	5404174
2450	1754522	5403873
2451	1755330	5403439
2452	1756039	5402703
2453	1756766	5402020
2454	1757598	5401663
2455	1758538	5401633
2456	1759220	5400815
2457	1760032	5400394
2458	1760850	5399989
2459	1761618	5399431
2460	1762385	5398871
2461	1763094	5398135
2462	1763900	5397691
2463	1764705	5397248
2464	1765667	5397283
2465	1766405	5396634
2466	1767213	5396198
2467	1767910	5395423
2468	1768775	5395158
2469	1769578	5394707
2470	1770324	5394081
2471	1771202	5393856
2472	1771941	5393208
2473	1772688	5392583
2474	1773505	5392174
2475	1774239	5391510
2476	1775002	5390935
2477	1775688	5390124
2478	1776779	5390542
2479	1777701	5390448
2480	1778476	5389909
2481	1779242	5389339
2482	1780132	5389148
2483	1780971	5388802
2484	1781721	5388182
2485	1782477	5387585
2486	1783340	5387308
2487	1784125	5386796
2488	1784957	5386426
2489	1785755	5385953
2490	1786501	5385323
2491	1787377	5385083
2492	1788580	5385831
2493	1789818	5386678
2494	1790783	5386705
2495	1791762	5386772
2496	1793011	5387652
2497	1793991	5387718
2498	1795047	5388015
2499	1796130	5388392
2500	1797468	5389532
2501	1798736	5390457
2502	1799718	5390526
2503	1800663	5390484
2504	1801657	5390587
2505	1803124	5392105
2506	1803982	5391799
2507	1804825	5391449
2508	1805763	5391381
2509	1806644	5391142
2510	1807408	5390554
2511	1808217	5390101
2512	1809074	5389790
2513	1810013	5389721
2514	1810920	5389558
2515	1811696	5389005
2516	1812617	5388881
2517	1813579	5388879
2518	1814434	5388561
2519	1815241	5388096
2520	1816240	5388205
2521	1817101	5387901
2522	1818156	5388171
2523	1819103	5388121
2524	1819987	5387884
2525	1820968	5387934
2526	1821864	5387729
2527	1822920	5387999
2528	1823794	5387730
2529	1824742	5387679
2530	1825624	5387430
2531	1826425	5386945
2532	1827211	5386414
2533	1828041	5386011
2534	1828999	5385989
2535	1829899	5385792
2536	1830652	5385164
2537	1831546	5384947
2538	1832378	5384552
2539	1833172	5384041
2540	1833998	5383627
2541	1834905	5383446
2542	1835746	5383074
2543	1836584	5382694
2544	1837371	5382162
2545	1838273	5381966
2546	1839079	5381492
2547	1839989	5381319
2548	1840828	5380938
2549	1841625	5380436
2550	1842432	5379961
2551	1843381	5379900
2552	1844344	5379879
2553	1845714	5381044
2554	1846539	5380620
2555	1847377	5380234
2556	1848165	5379700
2557	1848987	5379265
2558	1849865	5378994
2559	1850650	5378453
2560	1851438	5377918
2561	1852285	5377555
2562	1853105	5377116
2563	1854045	5377021
2564	1855023	5377035
2565	1855832	5376562
2566	1856547	5375815
2567	1857338	5375288
2568	1858129	5374760
2569	1858936	5374278
2570	1859660	5373558
2571	1860485	5373128
2572	1861324	5372739
2573	1862095	5372152
2574	1862971	5371868
2575	1863694	5371145
2576	1864418	5370423
2577	1865258	5370033
2578	1865982	5369311
2579	1866783	5368811
2580	1867562	5368246
2581	1868404	5367864
2582	1869174	5367273
2583	1869966	5366747
2584	1870758	5366218
2585	1871684	5366073
2586	1872456	5365488
2587	1873298	5365103
2588	1874130	5364688
2589	1874897	5364088
2590	1875735	5363691
2591	1876613	5363408
2592	1877386	5362823
2593	1878195	5362341
2594	1879083	5362087
2595	1879888	5361593
2596	1880646	5360965
2597	1881454	5360478
2598	1882299	5360100
2599	1883144	5359718
2600	1883946	5359216
2601	1884731	5358664
2602	1885621	5358410
2603	1886612	5358441
2604	1891232	5368777
2605	1892084	5368407
2606	1892938	5368044
2607	1893848	5367841
2608	1894758	5367635
2609	1895660	5367405
2610	1896561	5367174
2611	1897523	5367114
2612	1898395	5366799
2613	1899312	5366611
2614	1900205	5366355
2615	1901218	5366435
2616	1902028	5365944
2617	1902957	5365789
2618	1903827	5365465
2619	1904708	5365171
2620	1905588	5364875
2621	1906430	5364470
2622	1907253	5364013
2623	1908196	5363894
2624	1909054	5363533
2625	1909904	5363152
2626	1910707	5362636
2627	1911470	5362008
2628	1912324	5361636
2629	1913197	5361319
2630	1914041	5360917
2631	1914909	5360583
2632	1915706	5360049
2633	1916578	5359724
2634	1917491	5359517
2635	1918433	5359388
2636	1919301	5359049
2637	1920241	5358913
2638	1921029	5358353
2639	1922031	5358391
2640	1922990	5358305
2641	1923851	5357949
2642	1924744	5357678
2643	1925626	5357377
2644	1926650	5357472
2645	1927521	5357141
2646	1928374	5356757
2647	1929294	5356559
2648	1930171	5356243
2649	1931106	5356088
2650	1932009	5355843
2651	1932925	5355632
2652	1933741	5355144
2653	1934693	5355034
2654	1935612	5354828
2655	1936434	5354357
2656	1937328	5354085
2657	1938240	5353860
2658	1939104	5353503
2659	1939903	5352966
2660	1940759	5352587
2661	1941696	5352429
2662	1942561	5352074
2663	1943502	5351926
2664	1944516	5351981
2665	1945423	5351737
2666	1946303	5351421
2667	1947177	5351089
2668	1948011	5350645
2669	1948864	5350253
2670	1949781	5350038
2671	1950668	5349737
2672	1951548	5349419
2673	1952566	5349478
2674	1953537	5349405
2675	1954375	5348969
2676	1955239	5348605
2677	1956074	5348162
2678	1956968	5347878
2679	1957851	5347564
2680	1958820	5347486
2681	1959690	5347135
2682	1960556	5346773
2683	1961461	5346516
2684	1962327	5346155
2685	1963290	5346056
2686	1964293	5346065
2687	1965199	5345811
2688	1966120	5345597
2689	1966994	5345252
2690	1967827	5344796
2691	1969311	5346111
2692	1970944	5347825
2693	1972008	5347993
2694	1973326	5348849
2695	1974270	5348690
2696	1975242	5348607
2697	1976166	5348394
2698	1977016	5347978
2699	1977942	5347770
2700	1978775	5347308
2701	1979645	5346948
2702	1980581	5346763
2703	1981443	5346378
2704	1982229	5345792
2705	1983297	5345962
2706	1984211	5345717
2707	1985222	5345732
2708	1986058	5345276
2709	1986992	5345083
2710	1987962	5344985
2711	1988848	5344664
2712	1989900	5344787
2713	1990828	5344575
2714	1991614	5343982
2715	1992492	5343634
2716	1993487	5343604
2717	1994374	5343279
2718	1995266	5342969
2719	1996183	5342726
2720	1997016	5342256
2721	1997829	5341734
2722	1998682	5341320
2723	1999678	5341285
2724	2000650	5341185
2725	2001494	5340745
2726	2002403	5340478
2727	2003285	5340135
2728	2004158	5339772
2729	2005054	5339466
2730	2006026	5339365
2731	2006870	5338921
2732	2007821	5338762
2733	2008758	5338565
2734	2009559	5338006
2735	2010445	5337674
2736	2011262	5337157
2737	2012111	5336725
2738	2013039	5336501
2739	2013984	5336324
2740	2014829	5335879
2741	2015719	5335553
2742	2016579	5335151
2743	2017429	5334718
2744	2018365	5334513
2745	2019356	5334454
2746	2020272	5334195
2747	2021237	5334065
2748	2022231	5334012
2749	2023129	5333703
2750	2023968	5333241
2751	2024912	5333055
2752	2025838	5332818
2753	2026736	5332510
2754	2027700	5332374
2755	2028563	5331971
2756	2029566	5331937
2757	2030349	5331323
2758	2031251	5331023
2759	2032096	5330573
2760	2032910	5330038
2761	2033915	5330007
2762	2034721	5329453
2763	2035606	5329105
2764	2036509	5328805
2765	2037360	5328367
2766	2038185	5327862
2767	2039136	5327686
2768	2040017	5327325
2769	2040945	5327089
2770	2041887	5326886
2771	2042737	5326446
2772	2043558	5325928
2773	2044485	5325685
2774	2045342	5325262
2775	2046209	5324861
2776	2047168	5324703
2777	2048071	5324396
2778	2048998	5324152
2779	2049834	5323671
2780	2050770	5323448
2781	2051582	5322906
2782	2052476	5322572
2783	2053381	5322269
2784	2054291	5321978
2785	2055139	5321527
2786	2056093	5321350
2787	2056944	5320904
2788	2057758	5320363
2789	2058701	5320156
2790	2059605	5319848
2791	2060360	5319153
2792	2061153	5318557
2793	2062052	5318235
2794	2062923	5317840
2795	2063795	5317446
2796	2064608	5316903
2797	2065420	5316353
2798	2066312	5316010
2799	2067230	5315735
2800	2068166	5315505
2801	2068997	5315003
2802	2069922	5314745
2803	2070782	5314318
2804	2071761	5314198
2805	2072693	5313954
2806	2073556	5313535
2807	2074358	5312957
2808	2075359	5312890
2809	2076208	5312433
2810	2077111	5312116
2811	2077995	5311746
2812	2078908	5311451
2813	2079799	5311102
2814	2080775	5310965
2815	2081661	5310603
2816	2082470	5310041
2817	2083366	5309700
2818	2084183	5309161
2819	2085088	5308843
2820	2086041	5308647
2821	2087036	5308557
2822	2087982	5308342
2823	2088899	5308052
2824	2089808	5307744
2825	2090712	5307421
2826	2091707	5307329
2827	2092536	5306814
2828	2093480	5306591
2829	2094443	5306417
2830	2095424	5306287
2831	2096363	5306049
2832	2097231	5305632
2833	2098076	5305157
2834	2098966	5304795
2835	2099798	5304287
2836	2100726	5304019
2837	2101585	5303579
2838	2102429	5303099
2839	2103348	5302807
2840	2104255	5302485
2841	2105105	5302022
2842	2106110	5301946
2843	2107133	5301915
2844	2107939	5301338
2845	2108852	5301030
2846	2109796	5300798
2847	2110700	5300466
2848	2111531	5299952
2849	2112485	5299743
2850	2113347	5299306
2851	2114177	5298786
2852	2115071	5298429
2853	2115931	5297984
2854	2116776	5297500
2855	2117597	5296959
2856	2118497	5296613
2857	2119415	5296314
2858	2120289	5295902
2859	2121169	5295507
2860	2122067	5295155
2861	2122927	5294708
2862	2123771	5294221
2863	2124627	5293765
2864	2125483	5293307
2865	2126430	5293075
2866	2127384	5292861
2867	2128321	5292603
2868	2129286	5292415
2869	2130078	5291798
2870	2130966	5291417
2871	2131770	5290829
2872	2132570	5290229
2873	2133399	5289703
2874	2134353	5289484
2875	2135247	5289117
2876	2136084	5288609
2877	2136949	5288169
2878	2137919	5287991
2879	2138917	5287878
2880	2139829	5287555
2881	2140808	5287394
2882	2141766	5287184
2883	2142611	5286692
2884	2143554	5286443
2885	2144370	5285880
2886	2145414	5285879
2887	2146279	5285437
2888	2147195	5285118
2889	2148007	5284544
2890	2148842	5284027
2891	2149797	5283803
2892	2150855	5283832
2893	2151764	5283496
2894	2152699	5283222
2895	2153601	5282867
2896	2154496	5282495
2897	2155406	5282159
2898	2156275	5281721
2899	2157173	5281355
2900	2158044	5280923
2901	2159038	5280790
2902	2159846	5280204
2903	2160729	5279798
2904	2161545	5279229
2905	2162425	5278819
2906	2163390	5278613
2907	2164417	5278558
2908	2165238	5278000
2909	2166145	5277654
2910	2167054	5277308
2911	2168008	5277076
2912	2168873	5276623
2913	2169772	5276256
2914	2170759	5276100
2915	2171599	5275586
2916	2172536	5275307
2917	2173372	5274784
2918	2174287	5274453
2919	2175088	5273844
2920	2176088	5273718
2921	2177066	5273538
2922	2177862	5272914
2923	2178792	5272618
2924	2179610	5272049
2925	2180511	5271681
2926	2181493	5271507
2927	2182448	5271268
2928	2183305	5270792
2929	2184245	5270517
2930	2185075	5269974
2931	2186027	5269728
2932	2186918	5269333
2933	2187790	5268890
2934	2188841	5268880
2935	2189825	5268709
2936	2190743	5268376
2937	2191588	5267867
2938	2192508	5267540
2939	2193354	5267034
2940	2194228	5266597
2941	2195169	5266316
2942	2195990	5265749
2943	2196797	5265149
2944	2197755	5264912
2945	2198694	5264627
2946	2199626	5264325
2947	2200656	5264256
2948	2201517	5263785
2949	2202365	5263279
2950	2203224	5262803
2951	2204198	5262598
2952	2205077	5262166
2953	2205953	5261729
2954	2206795	5261210
2955	2207561	5260508
2956	2208380	5259933
2957	2209262	5259509
2958	2210147	5259090
2959	2211087	5258802
2960	2211946	5258321
2961	2212902	5258072
2962	2213821	5257731
2963	2214814	5257570
2964	2215658	5257051
2965	2216532	5256604
2966	2217390	5256118
2967	2218506	5256245
2968	2219421	5255895
2969	2220426	5255758
2970	2221303	5255315
2971	2222330	5255227
2972	2223267	5254927
2973	2224085	5254345
2974	2225057	5254126
2975	2225892	5253585
2976	2226868	5253374
2977	2227726	5252885
2978	2228773	5252842
2979	2229731	5252588
2980	2230677	5252306
2981	2231578	5251916
2982	2232457	5251476
2983	2233282	5250908
2984	2234137	5250410
2985	2235034	5250011
2986	2235994	5249757
2987	2236806	5249159
2988	2237798	5248980
2989	2238644	5248460
2990	2239480	5247916
2991	2240449	5247683
2992	2241273	5247110
2993	2242123	5246599
2994	2243049	5246264
2995	2243928	5245819
2996	2244907	5245607
2997	2245913	5245459
2998	2246833	5245109
2999	2247717	5244673
3000	2248492	5243983
3001	2249329	5243440
3002	2250190	5242952
3003	2251091	5242555
3004	2251958	5242079
3005	2252812	5241573
3006	2253695	5241135
3007	2254576	5240692
3008	2255557	5240478
3009	2256384	5239910
3010	2257296	5239535
3011	2258272	5239311
3012	2259191	5238954
3013	2260205	5238817
3014	2261124	5238459
3015	2261988	5237973
3016	2262866	5237518
3017	2263735	5237045
3018	2264588	5236532
3019	2265425	5235982
3020	2266378	5235701
3021	2267295	5235337
3022	2268131	5234785
3023	2269009	5234328
3024	2269892	5233883
3025	2270813	5233526
3026	2271672	5233027
3027	2272486	5232423
3028	2273324	5231874
3029	2274218	5231453
3030	2275179	5231187
3031	2276040	5230688
3032	2277008	5230437
3033	2277949	5230125
3034	2278792	5229584
3035	2279644	5229066
3036	2280543	5228655
3037	2281367	5228070
3038	2282253	5227629
3039	2283091	5227078
3040	2284075	5226859
3041	2285016	5226543
3042	2285936	5226179
3043	2286855	5225809
3044	2287830	5225570
3045	2288830	5225387
3046	2289814	5225165
3047	2290698	5224715
3048	2291561	5224219
3049	2292443	5223764
3050	2293288	5223225
3051	2294177	5222786
3052	2294982	5222156
3053	2295852	5221674
3054	2296701	5221143
3055	2297642	5220821
3056	2298552	5220429
3057	2299423	5219946
3058	2300254	5219374
3059	2301260	5219198
3060	2302162	5218786
3061	2303493	5219345
3062	2304330	5218785
3063	2305475	5218921
3064	2306369	5218490
3065	2307386	5218335
3066	2308249	5217833
3067	2309246	5217631
3068	2310766	5218612
3069	2311742	5218364
3070	2312742	5218166
3071	2313740	5217967
3072	2314499	5217227
3073	2315416	5216843
3074	2316244	5216257
3075	2317127	5215796
3076	2317934	5215163
3077	2318682	5214400
3078	2319481	5213749
3079	2320386	5213336
3080	2321248	5212827
3081	2322070	5212227
3082	2322950	5211758
3083	2323786	5211188
3084	2324645	5210671
3085	2325548	5210253
3086	2326343	5209592
3087	2327236	5209150
3088	2328083	5208607
3089	2328861	5207907
3090	2329646	5207222
3091	2330571	5206852
3092	2331392	5206248
3093	2332160	5205526
3094	2333049	5205075
3095	2333966	5204684
3096	2334821	5204155
3097	2335643	5203554
3098	2336424	5202860
3099	2337264	5202298
3100	2338057	5201631
3101	2338937	5201158
3102	2339740	5200512
3103	2340484	5199735
3104	2341301	5199122
3105	2342155	5198590
3106	2342992	5198020
3107	2343854	5197503
3108	2344615	5196765
3109	2345457	5196206
3110	2346211	5195453
3111	2347076	5194944
3112	2347879	5194297
3113	2348790	5193889
3114	2349606	5193271
3115	2350533	5192898
3116	2351378	5192343
3117	2352204	5191749
3118	2353109	5191325
3119	2353983	5190836
3120	2354750	5190107
3121	2355533	5189417
3122	2356355	5188810
3123	2357140	5188123
3124	2357910	5187402
3125	2358667	5186654
3126	2359464	5185993
3127	2360309	5185436
3128	2361199	5184980
3129	2362017	5184363
3130	2362854	5183791
3131	2363751	5183346
3132	2364526	5182638
3133	2365292	5181906
3134	2366086	5181238
3135	2366940	5180700
3136	2367806	5180189
3137	2368767	5179886
3138	2369522	5179131
3139	2370242	5178300
3140	2370983	5177515
3141	2371813	5176925
3142	2372697	5176450
3143	2373477	5175752
3144	2374282	5175105
3145	2375113	5174516
3146	2375917	5173868
3147	2376675	5173119
3148	2377578	5172687
3149	2378433	5172148
3150	2379221	5171465
3151	2380108	5170996
3152	2380969	5170473
3153	2381863	5170018
3154	2382780	5169613
3155	2383729	5169280
3156	2384521	5168603
3157	2385340	5167986
3158	2386176	5167406
3159	2387087	5166986
3160	2387946	5166455
3161	2388685	5165665
3162	2389495	5165026
3163	2390354	5164494
3164	2391267	5164079
3165	2392061	5163407
3166	2393008	5163064
3167	2393845	5162485
3168	2394702	5161948
3169	2395480	5161239
3170	2396282	5160584
3171	2397095	5159952
3172	2397947	5159403
3173	2398770	5158793
3174	2399678	5158365
3175	2400528	5157810
3176	2401371	5157242
3177	2402208	5156659
3178	2402984	5155947
3179	2403755	5155224
3180	2404539	5154529
3181	2405259	5153696
3182	2406106	5153135
3183	2407042	5152763
3184	2407958	5152351
3185	2408772	5151717
3186	2409766	5151470
3187	2410621	5150927
3188	2411418	5150257
3189	2412239	5149640
3190	2413044	5148987
3191	2413870	5148381
3192	2414627	5147625
3193	2415540	5147202
3194	2416362	5146586
3195	2417247	5146105
3196	2418060	5145469
3197	2418885	5144858
3198	2419803	5144445
3199	2420694	5143976
3200	2421497	5143318
3201	2422416	5142905
3202	2423199	5142205
3203	2423946	5141430
3204	2424832	5140948
3205	2425750	5140533
3206	2426612	5139999
3207	2427444	5139403
3208	2428281	5138815
3209	2429079	5138147
3210	2429897	5137519
3211	2430703	5136866
3212	2431448	5136084
3213	2432192	5135300
3214	2432982	5134615
3215	2433718	5133814
3216	2434460	5133026
3217	2435187	5132206
3218	2436112	5131804
3219	2436894	5131101
3220	2437713	5130475
3221	2438577	5129943
3222	2439393	5129312
3223	2440275	5128817
3224	2441038	5128072
3225	2441821	5127370
3226	2442742	5126959
3227	2443520	5126245
3228	2444374	5125691
3229	2445166	5125008
3230	2445934	5124274
3231	2446667	5123467
3232	2447478	5122823
3233	2448241	5122077
3234	2448959	5121240
3235	2449748	5120548
3236	2450542	5119869
3237	2451355	5119229
3238	2452198	5118652
3239	2453019	5118027
3240	2453830	5117384
3241	2454724	5116912
3242	2455547	5116291
3243	2456325	5115578
3244	2457174	5115012
3245	2458065	5114532
3246	2459023	5114192
3247	2459890	5113664
3248	2460749	5113118
3249	2461555	5112462
3250	2462394	5111873
3251	2463241	5111302
3252	2464246	5111058
3253	2465066	5110429
3254	2465816	5109655
3255	2466560	5108871
3256	2467413	5108311
3257	2468226	5107667
3258	2469061	5107069
3259	2469815	5106306
3260	2470625	5105656
3261	2471424	5104984
3262	2472383	5104642
3263	2473187	5103979
3264	2474048	5103436
3265	2474781	5102625
3266	2475650	5102098
3267	2476486	5101501
3268	2477308	5100875
3269	2478210	5100415
3270	2479063	5099851
3271	2479947	5099353
3272	2480856	5098906
3273	2481668	5098258
3274	2482529	5097714
3275	2483368	5097121
3276	2484138	5096388
3277	2485012	5095867
3278	2485782	5095133
3279	2486684	5094670
3280	2487562	5094157
3281	2488381	5093523
3282	2489229	5092950
3283	2490028	5092275
3284	2490867	5091682
3285	2491594	5090859
3286	2492429	5090257
3287	2493217	5089560
3288	2494048	5088951
3289	2494869	5088320
3290	2495767	5087846
3291	2496609	5087259
3292	2497431	5086629
3293	2498317	5086131
3294	2499238	5085703
3295	2500107	5085170
3296	2501027	5084739
3297	2501910	5084234
3298	2502767	5083674
3299	2503664	5083197
3300	2504473	5082540
3301	2505372	5082065
3302	2506274	5081598
3303	2507184	5081147
3304	2508039	5080581
3305	2509042	5080318
3306	2509885	5079728
3307	2510718	5079120
3308	2511469	5078344
3309	2512319	5077768
3310	2513127	5077109
3311	2513963	5076505
3312	2514789	5075882
3313	2515625	5075278
3314	2516318	5074386
3315	2517295	5074065
3316	2518147	5073494
3317	2518982	5072886
3318	2519735	5072115
3319	2520702	5071774
3320	2521490	5071074
3321	2522297	5070410
3322	2523150	5069838
3323	2523959	5069178
3324	2524757	5068497
3325	2525451	5067607
3326	2526363	5067154
3327	2527171	5066493
3328	2527953	5065779
3329	2528705	5065003
3330	2529597	5064511
3331	2530443	5063925
3332	2531208	5063176
3333	2532085	5062651
3334	2532963	5062130
3335	2533728	5061380
3336	2534588	5060822
3337	2535480	5060327
3338	2536287	5059662
3339	2537132	5059073
3340	2537983	5058494
3341	2538847	5057942
3342	2539615	5057199
3343	2540508	5056705
3344	2541300	5056010
3345	2542103	5055336
3346	2542898	5054647
3347	2543677	5053926
3348	2544515	5053320
3349	2545389	5052788
3350	2546230	5052190
3351	2546956	5051362
3352	2547795	5050760
3353	2548655	5050198
3354	2549582	5049769
3355	2550459	5049242
3356	2551392	5048822
3357	2552240	5048237
3358	2553002	5047481
3359	2553816	5046827
3360	2554623	5046160
3361	2555443	5045519
3362	2556129	5044612
3363	2557026	5044122
3364	2557756	5043302
3365	2558699	5042902
3366	2559483	5042189
3367	2560227	5041398
3368	2561063	5040786
3369	2561912	5040202
3370	2562744	5039582
3371	2563599	5039007
3372	2564528	5038579
3373	2565392	5038022
3374	2566238	5037430
3375	2567007	5036687
3376	2567797	5035985
3377	2568587	5035283
3378	2569388	5034601
3379	2570148	5033841
3380	2570946	5033154
3381	2571795	5032566
3382	2572601	5031895
3383	2573458	5031325
3384	2574320	5030763
3385	2575125	5030089
3386	2575866	5029289
3387	2576619	5028515
3388	2577582	5028149
3389	2578435	5027568
3390	2579286	5026985
3391	2580140	5026405
3392	2580929	5025700
3393	2581857	5025265
3394	2582728	5024720
3395	2583452	5023886
3396	2584316	5023326
3397	2585164	5022736
3398	2585999	5022118
3399	2586794	5021423
3400	2587726	5020995
3401	2588494	5020249
3402	2589264	5019506
3403	2590073	5018837
3404	2590866	5018140
3405	2591764	5017643
3406	2592566	5016963
3407	2593353	5016251
3408	2594113	5015488
3409	2594933	5014841
3410	2595693	5014079
3411	2596499	5013405
3412	2597497	5013100
3413	2598294	5012409
3414	2599095	5011725
3415	2599858	5010967
3416	2600716	5010394
3417	2601493	5009663
3418	2602239	5008872
3419	2603104	5008311
3420	2603882	5007584
3421	2604661	5006856
3422	2605531	5006303
3423	2606454	5005853
3424	2607258	5005174
3425	2608086	5004541
3426	2608895	5003872
3427	2609728	5003248
3428	2610583	5002666
3429	2611372	5001957
3430	2612140	5001208
3431	2612949	5000540
3432	2613811	4999970
3433	2614634	4999327
3434	2615402	4998579
3435	2616251	4997984
3436	2617008	4997215
3437	2617810	4996531
3438	2618695	4996004
3439	2619558	4995437
3440	2620521	4995059
3441	2621299	4994329
3442	2622219	4993870
3443	2622975	4993098
3444	2623850	4992552
3445	2624735	4992023
3446	2625631	4991517
3447	2626522	4991002
3448	2627357	4990380
3449	2628259	4989883
3450	2629116	4989303
3451	2629972	4988719
3452	2630675	4987846
3453	2631512	4987226
3454	2632332	4986574
3455	2633356	4986309
3456	2634179	4985662
3457	2634970	4984956
3458	2635776	4984277
3459	2636620	4983669
3460	2637410	4982961
3461	2638289	4982420
3462	2639059	4981672
3463	2639826	4980919
3464	2640744	4980451
3465	2641604	4979874
3466	2642509	4979381
3467	2644160	4980292
3468	2644968	4979616
3469	2646326	4979975
3470	2647150	4979326
3471	2648211	4979126
3472	2648978	4978371
3473	2649824	4977763
3474	2650666	4977151
3475	2651527	4976572
3476	2652312	4975852
3477	2653256	4975427
3478	2654059	4974739
3479	2654914	4974149
3480	2655879	4973765
3481	2656747	4973198
3482	2657575	4972558
3483	2658611	4972306
3484	2660206	4973096
3485	2663045	4976212
3486	2669910	4986844
3487	2670957	4986604
3488	2671836	4986049
3489	2672598	4985277
3490	2673493	4984751
3491	2674598	4984618
3492	2675599	4984289
3493	2676824	4984378
3494	2677616	4983660
3495	2678495	4983105
3496	2679198	4982221
3497	2680025	4981568
3498	2680751	4980727
3499	2681553	4980028
3500	2682856	4980258
3501	2683878	4979965
3502	2684700	4979303
3503	2685562	4978713
3504	2686333	4977956
3505	2687188	4977353
3506	2688058	4976778
3507	2688835	4976032
3508	2689849	4975723
3509	2691151	4975946
3510	2692258	4975809
3511	2693343	4975630
3512	2694290	4975196
3513	2695485	4975218
3514	2696499	4974908
3515	2697900	4975309
3516	2698705	4974611
3517	2699408	4973725
3518	2700373	4973322
3519	2701546	4973300
3520	2702457	4972798
3521	2703666	4972841
3522	2704593	4972367
3523	2705524	4971900
3524	2706752	4971978
3525	2708599	4973191
3526	2709643	4972928
3527	2710580	4972470
3528	2711751	4972440
3529	2712628	4971871
3530	2713389	4971089
3531	2714391	4970749
3532	2715303	4970243
3533	2716364	4970009
3534	2717330	4969601
3535	2718066	4968773
3536	2718945	4968206
3537	2719874	4967730
3538	2720705	4967075
3539	2722042	4967343
3540	2722838	4966623
3541	2724084	4966724
3542	2725056	4966325
3543	2725813	4965534
3544	2726658	4964902
3545	2727415	4964110
3546	2728290	4963535
3547	2729061	4962769
3548	2729831	4962000
3549	2730756	4961514
3550	2734789	4966672
3551	2741924	4977456
3552	2743064	4977354
3553	2743982	4976845
3554	2745188	4976860
3555	2746491	4977050
3556	2747493	4976694
3557	2748992	4977236
3558	2750578	4977936
3559	2751903	4978162
3560	2753863	4979535
3561	2755312	4979983
3562	2756439	4979848
3563	2757448	4979499
3564	2758342	4978943
3565	2759306	4978513
3566	2760304	4978143
3567	2761757	4978594
3568	2762565	4977880
3569	2763599	4977575
3570	2765106	4978120
3571	2766361	4978212
3572	2790402	5019288
3573	2798963	5032496
3574	2800108	5032362
3575	2801387	5032469
3576	2802600	5032458
3577	2803735	5032306
3578	2805090	5032546
3579	2806287	5032505
3580	2807800	5033027
3581	2809354	5033622
3582	2810432	5033364
3583	2811513	5033110
3584	2812751	5033137
3585	2813789	5032806
3586	2815081	5032929
3587	2816545	5033359
3588	2818248	5034213
3589	2820152	5035424
3590	2821993	5036524
3591	2824289	5038431
3592	2825910	5039133
3593	2827999	5040668
3594	2829988	5042024
3595	2831497	5042521
3596	2832910	5042848
3597	2834013	5042622
3598	2834907	5042023
3599	2835819	5041457
3600	2836635	5040719
3601	2837680	5040388
3602	2838775	5040146
3603	2840006	5040144
