iter	Passed	Remaining
616	458901	6978727
617	459687	6978615
618	460380	6977112
619	461033	6974988
620	461781	6974315
621	462471	6972766
622	463217	6972060
623	463998	6971876
624	464760	6971409
625	465471	6970169
626	466167	6968727
627	466908	6967937
628	467649	6967158
629	468325	6965406
630	469052	6964427
631	469735	6962788
632	470436	6961425
633	471239	6961564
634	471970	6960639
635	472724	6960046
636	473491	6959653
637	474216	6958648
638	474920	6957324
639	475636	6956176
640	476384	6955511
641	477117	6954614
642	477892	6954331
643	478651	6953819
644	479351	6952447
645	480099	6951786
646	480770	6949989
647	481472	6948652
648	482103	6946300
649	482784	6944671
650	483504	6943593
651	484263	6943093
652	485013	6942452
653	485763	6941814
654	486512	6941163
655	487232	6940097
656	487996	6939658
657	488986	6942418
658	489798	6942658
659	490480	6941041
660	491229	6940374
661	491996	6939968
662	492723	6939000
663	493531	6939170
664	494214	6937575
665	494908	6936154
666	495701	6936106
667	496419	6935004
668	497115	6933613
669	497804	6932108
670	498595	6932038
671	499334	6931239
672	500031	6929854
673	500768	6929030
674	501485	6927932
675	502247	6927453
676	502956	6926240
677	503729	6925902
678	504419	6924438
679	505126	6923208
680	505886	6922691
681	506581	6921298
682	507258	6919657
683	508066	6919804
684	508817	6919169
685	509543	6918208
686	510237	6916794
687	510867	6914536
688	511569	6913240
689	512304	6912398
690	513002	6911057
691	513751	6910408
692	514473	6909391
693	515137	6907591
694	515872	6906752
695	516632	6906243
696	517437	6906336
697	518173	6905510
698	518886	6904377
699	519618	6903500
700	520328	6902338
701	521053	6901354
702	521718	6899596
703	522491	6899263
704	523143	6897326
705	523855	6896189
706	524546	6894776
707	525207	6892979
708	525965	6892443
709	526661	6891101
710	527445	6890911
711	528219	6890588
712	528945	6889645
713	529678	6888786
714	530389	6887639
715	531079	6886229
716	531797	6885186
717	532526	6884274
718	533228	6883022
719	533928	6881745
720	534696	6881339
721	535391	6880008
722	536138	6879327
723	536945	6879432
724	537658	6878315
725	538319	6876543
726	538994	6874965
727	539704	6873815
728	540447	6873099
729	541200	6872504
730	541922	6871515
731	542664	6870783
732	543331	6869098
733	544064	6868253
734	544762	6866977
735	545515	6866381
736	546283	6865976
737	546960	6864431
738	547697	6863639
739	548384	6862216
740	549117	6861373
741	549890	6861030
742	550581	6859671
743	551245	6857966
744	551933	6856564
745	552676	6855851
746	553443	6855433
747	554160	6854402
748	554918	6853870
749	555657	6853106
750	556404	6852440
751	557127	6851482
752	557905	6851192
753	558572	6849555
754	559319	6848890
755	560074	6848319
756	560778	6847133
757	561521	6846409
758	562263	6845687
759	563020	6845141
760	563723	6843948
761	564374	6842109
762	565096	6841151
763	565850	6840568
764	566652	6840571
765	567366	6839508
766	568112	6838824
767	568922	6838919
768	569668	6838240
769	570371	6837044
770	571057	6835656
771	571775	6834645
772	572575	6834605
773	573309	6833789
774	573999	6832444
775	574750	6831832
776	575503	6831237
777	576266	6830752
778	576910	6828875
779	577620	6827771
780	578364	6827074
781	579126	6826578
782	579825	6825356
783	580480	6823607
784	581152	6822068
785	581910	6821528
786	582661	6820914
787	583439	6820610
788	584217	6820318
789	584985	6819896
790	585716	6819044
791	586408	6817736
792	587196	6817555
793	587878	6816135
794	588749	6816908
795	589470	6815940
796	590252	6815672
797	590991	6814912
798	591740	6814273
799	592457	6813262
800	593210	6812665
801	593946	6811866
802	594771	6812091
803	595454	6810690
804	596232	6810387
805	596938	6809244
806	597613	6807755
807	598358	6807065
808	599092	6806258
809	599909	6806382
810	600698	6806187
811	601452	6805596
812	602149	6804364
813	602902	6803761
814	603624	6802806
815	604330	6801675
816	605079	6801032
817	605760	6799627
818	606512	6799015
819	607237	6798098
820	607947	6797011
821	608816	6797708
822	609551	6796910
823	610283	6796070
824	611007	6795145
825	611721	6794112
826	612439	6793114
827	613240	6793048
828	613938	6791835
829	614801	6792443
830	615548	6791776
831	616320	6791377
832	617109	6791163
833	617750	6789331
834	618504	6788736
835	619373	6789402
836	620117	6788698
837	620747	6786737
838	621480	6785915
839	622231	6785286
840	622970	6784523
841	623692	6783585
842	624479	6783348
843	625175	6782122
844	625933	6781566
845	626586	6779876
846	627307	6778919
847	627996	6777627
848	628632	6775754
849	629372	6775007
850	630046	6773559
851	630713	6772028
852	631456	6771314
853	632121	6769770
854	632919	6769643
855	633665	6768965
856	634350	6767634
857	635165	6767692
858	635886	6766750
859	636642	6766177
860	637411	6765745
861	638078	6764224
862	638779	6763072
863	639522	6762355
864	640352	6762570
865	641144	6762370
866	641897	6761768
867	642593	6760562
868	643302	6759486
869	644055	6758883
870	644835	6758557
871	645561	6757668
872	646324	6757167
873	647081	6756597
874	647822	6755863
875	648598	6755493
876	649318	6754538
877	650034	6753548
878	650759	6752652
879	651420	6751081
880	652173	6750477
881	652833	6748902
882	653520	6747613
883	654327	6747568
884	655100	6747161
885	655779	6745792
886	656524	6745101
887	657281	6744536
888	657986	6743433
889	658704	6742472
890	659462	6741914
891	660196	6741113
892	660892	6739923
893	661622	6739079
894	662399	6738712
895	663078	6737351
896	663801	6736440
897	664599	6736281
898	665372	6735883
899	666092	6734939
900	666741	6733277
901	667509	6732821
902	668164	6731218
903	668814	6729576
904	669604	6729337
905	670375	6728915
906	671103	6728052
907	671853	6727412
908	672584	6726586
909	673311	6725715
910	674015	6724621
911	674752	6723854
912	675471	6722901
913	676221	6722260
914	676912	6721041
915	677703	6720804
916	678474	6720375
917	679269	6720184
918	680012	6719470
919	680785	6719058
920	681479	6717864
921	682347	6718388
922	683067	6717444
923	683733	6715982
924	684473	6715238
925	685189	6714262
926	685928	6713513
927	686552	6711640
928	687303	6711010
929	687949	6709355
930	688779	6709499
931	689476	6708343
932	690275	6708173
933	690984	6707140
934	691753	6706679
935	692515	6706149
936	693269	6705553
937	694024	6704952
938	694835	6704905
939	695536	6703784
940	696268	6702971
941	697055	6702681
942	697714	6701164
943	698416	6700060
944	699176	6699516
945	699924	6698856
946	700600	6697499
947	701253	6695932
948	702007	6695327
949	702721	6694345
950	703430	6693316
951	704143	6692320
952	704950	6692221
953	705739	6691945
954	706465	6691079
955	707301	6691254
956	707977	6689906
957	708677	6688792
958	709352	6687440
959	710080	6686594
960	710861	6686237
961	711566	6685176
962	712381	6685139
963	713101	6684217
964	713835	6683420
965	714531	6682277
966	715249	6681329
967	715932	6680064
968	716703	6679615
969	717459	6679027
970	718179	6678109
971	718939	6677560
972	719660	6676641
973	720411	6676011
974	721146	6675224
975	721849	6674146
976	722543	6672986
977	723265	6672085
978	724023	6671518
979	724700	6670205
980	725312	6668287
981	726081	6667825
982	726833	6667199
983	727538	6666142
984	728211	6664800
985	728883	6663444
986	729605	6662547
987	730322	6661605
988	731119	6661393
989	731835	6660439
990	732540	6659391
991	733306	6658897
992	734018	6657907
993	734705	6656701
994	735517	6656615
995	736304	6656311
996	737105	6656125
997	737895	6655850
998	738547	6654317
999	739329	6653969
1000	740058	6653132
1001	740773	6652176
1002	741475	6651102
1003	742140	6649698
1004	742838	6648587
1005	743542	6647535
1006	744290	6646877
1007	745133	6647064
1008	745920	6646747
1009	746639	6645829
1010	747351	6644845
1011	748080	6644015
1012	748840	6643468
1013	749518	6642180
1014	750187	6640823
1015	750992	6640664
1016	751790	6640449
1017	752525	6639669
1018	753221	6638553
1019	753984	6638016
1020	754703	6637100
1021	755519	6637037
1022	756233	6636075
1023	757025	6635802
1024	758013	6637237
1025	758749	6636469
1026	759465	6635522
1027	760155	6634350
1028	760883	6633515
1029	761527	6631944
1030	762235	6630931
1031	762938	6629873
1032	763646	6628865
1033	764412	6628355
1034	765171	6627788
1035	765872	6626717
1036	766607	6625942
1037	767266	6624514
1038	767962	6623400
1039	768763	6623194
1040	769568	6623019
1041	770358	6622717
1042	771086	6621876
1043	771866	6621493
1044	772591	6620629
1045	773263	6619316
1046	773999	6618542
1047	774681	6617319
1048	775471	6617011
1049	776236	6616490
1050	776957	6615596
1051	777710	6614978
1052	778461	6614331
1053	779268	6614168
1054	780008	6613434
1055	780809	6613217
1056	781552	6612509
1057	782354	6612299
1058	783117	6611762
1059	783880	6611220
1060	784616	6610451
1061	785368	6609818
1062	786166	6609570
1063	786973	6609392
1064	787714	6608669
1065	788410	6607562
1066	789226	6607456
1067	789896	6606134
1068	790670	6605681
1069	791429	6605108
1070	792147	6604189
1071	792839	6603047
1072	793493	6601602
1073	794228	6600824
1074	794956	6599989
1075	795657	6598931
1076	796472	6598811
1077	797175	6597773
1078	797992	6597675
1079	798752	6597106
1080	799455	6596066
1081	800149	6594945
1082	800817	6593622
1083	801478	6592232
1084	802237	6591656
1085	802934	6590567
1086	803662	6589734
1087	804438	6589300
1088	805144	6588286
1089	805935	6587971
1090	806590	6586536
1091	807371	6586144
1092	808050	6584907
1093	808734	6583721
1094	809429	6582618
1095	810079	6581156
1096	810753	6579892
1097	811558	6579683
1098	812239	6578477
1099	812947	6577484
1100	813660	6576535
1101	814444	6576162
1102	815160	6575232
1103	815909	6574571
1104	816628	6573676
1105	817355	6572842
1106	818171	6572720
1107	818892	6571834
1108	819585	6570726
1109	820304	6569822
1110	820953	6568370
1111	821678	6567515
1112	822409	6566716
1113	823142	6565931
1114	823939	6565654
1115	824668	6564834
1116	825393	6563986
1117	826106	6563041
1118	826796	6561912
1119	827527	6561109
1120	828247	6560221
1121	828953	6559227
1122	829608	6557824
1123	830315	6556831
1124	831032	6555925
1125	831761	6555109
1126	832521	6554537
1127	833288	6554023
1128	833986	6552961
1129	834788	6552721
1130	835614	6552666
1131	836399	6552286
1132	837133	6551513
1133	837899	6550985
1134	838634	6550215
1135	839385	6549570
1136	840150	6549034
1137	840934	6548649
1138	841606	6547389
1139	842369	6546833
1140	843221	6546978
1141	843954	6546191
1142	844748	6545880
1143	845498	6545218
1144	846211	6544285
1145	846914	6543267
1146	847637	6542398
1147	848412	6541940
1148	849183	6541445
1149	849921	6540702
1150	850644	6539837
1151	851388	6539135
1152	852104	6538222
1153	852827	6537361
1154	853536	6536391
1155	854309	6535908
1156	855056	6535230
1157	855859	6534980
1158	856558	6533939
1159	857290	6533146
1160	858054	6532594
1161	858766	6531654
1162	859498	6530855
1163	860315	6530711
1164	861121	6530481
1165	861983	6530669
1166	862679	6529605
1167	863429	6528948
1168	864162	6528158
1169	864875	6527222
1170	865585	6526265
1171	866378	6525927
1172	867188	6525720
1173	867840	6524328
1174	868639	6524038
1175	869317	6522834
1176	870045	6522013
1177	870820	6521539
1178	871541	6520667
1179	872311	6520155
1180	873088	6519699
1181	873854	6519160
1182	874580	6518324
1183	875256	6517112
1184	875958	6516096
1185	876732	6515615
1186	877556	6515503
1187	878274	6514611
1188	878970	6513549
1189	879674	6512545
1190	880454	6512107
1191	881228	6511628
1192	881869	6510162
1193	882608	6509419
1194	883346	6508678
1195	884055	6507711
1196	884893	6507698
1197	885687	6507365
1198	886337	6505969
1199	887136	6505667
1200	887907	6505161
1201	888626	6504272
1202	889322	6503219
1203	890050	6502393
1204	890756	6501411
1205	891448	6500333
1206	892230	6499904
1207	892995	6499353
1208	893726	6498552
1209	894465	6497809
1210	895145	6496643
1211	895875	6495840
1212	896591	6494931
1213	897301	6493980
1214	898002	6492967
1215	898786	6492547
1216	899617	6492477
1217	900273	6491132
1218	900974	6490121
1219	901837	6490276
1220	902609	6489767
1221	903292	6488623
1222	904006	6487709
1223	904774	6487174
1224	905523	6486508
1225	906282	6485904
1226	907068	6485505
1227	907810	6484782
1228	908593	6484356
1229	909310	6483456
1230	910112	6483168
1231	910838	6482332
1232	911588	6481667
1233	912325	6480911
1234	913078	6480272
1235	913876	6479944
1236	914586	6478999
1237	915350	6478430
1238	916244	6478790
1239	917092	6478818
1240	917736	6477397
1241	918448	6476465
1242	919166	6475574
1243	919930	6475007
1244	920672	6474290
1245	921421	6473616
1246	922077	6472291
1247	922886	6472038
1248	923630	6471330
1249	924371	6470601
1250	925101	6469796
1251	925830	6468981
1252	926539	6468029
1253	927326	6467623
1254	928036	6466675
1255	928740	6465689
1256	929489	6465016
1257	930244	6464388
1258	930951	6463417
1259	931798	6463425
1260	932452	6462096
1261	933196	6461389
1262	933928	6460597
1263	934644	6459695
1264	935321	6458521
1265	936063	6457805
1266	936765	6456806
1267	937569	6456513
1268	938368	6456180
1269	939166	6455848
1270	939800	6454382
1271	940658	6454452
1272	941380	6453596
1273	942025	6452206
1274	942884	6452290
1275	943629	6451586
1276	944355	6450750
1277	945101	6450057
1278	945794	6449002
1279	946562	6448456
1280	947347	6448028
1281	948142	6447666
1282	948942	6447333
1283	949648	6446368
1284	950316	6445145
1285	951075	6444536
1286	951761	6443432
1287	952446	6442321
1288	953222	6441834
1289	953956	6441056
1290	954688	6440263
1291	955514	6440108
1292	956285	6439583
1293	956997	6438656
1294	957700	6437672
1295	958500	6437336
1296	959182	6436211
1297	959948	6435645
1298	960701	6435001
1299	961405	6434018
1300	962144	6433275
1301	962865	6432417
1302	963585	6431547
1303	964322	6430786
1304	965021	6429780
1305	965767	6429083
1306	966481	6428176
1307	967266	6427738
1308	967962	6426706
1309	968765	6426393
1310	969432	6425170
1311	970219	6424748
1312	970971	6424089
1313	971724	6423441
1314	972426	6422448
1315	973183	6421825
1316	973963	6421354
1317	974691	6420542
1318	975474	6420086
1319	976269	6419713
1320	977085	6419475
1321	977797	6418555
1322	978462	6417322
1323	979201	6416580
1324	979955	6415933
1325	980694	6415190
1326	981508	6414938
1327	982264	6414308
1328	982982	6413426
1329	983839	6413447
1330	984625	6413014
1331	985384	6412394
1332	986037	6411090
1333	986827	6410680
1334	987629	6410345
1335	988382	6409690
1336	989098	6408798
1337	989875	6408297
1338	990590	6407399
1339	991301	6406471
1340	992012	6405544
1341	992726	6404640
1342	993402	6403489
1343	994095	6402445
1344	994821	6401618
1345	995502	6400506
1346	996191	6399439
1347	996905	6398535
1348	997612	6397589
1349	998356	6396874
1350	999052	6395857
1351	999849	6395487
1352	1000579	6394685
1353	1001296	6393803
1354	1002106	6393516
1355	1002741	6392108
1356	1003531	6391689
1357	1004264	6390907
1358	1005048	6390453
1359	1005791	6389735
1360	1006582	6389321
1361	1007323	6388588
1362	1007999	6387450
1363	1008799	6387088
1364	1009515	6386201
1365	1010301	6385753
1366	1010997	6384744
1367	1011714	6383859
1368	1012410	6382848
1369	1013185	6382328
1370	1013909	6381494
1371	1014671	6380894
1372	1015378	6379951
1373	1016069	6378903
1374	1016869	6378546
1375	1017594	6377713
1376	1018324	6376912
1377	1019124	6376555
1378	1019946	6376332
1379	1020694	6375641
1380	1021367	6374488
1381	1022128	6373882
1382	1022873	6373172
1383	1023603	6372374
1384	1024419	6372114
1385	1025217	6371736
1386	1025957	6370994
1387	1026684	6370178
1388	1027454	6369624
1389	1028244	6369197
1390	1029078	6369040
1391	1029782	6368080
1392	1030506	6367240
1393	1031276	6366686
1394	1032032	6366048
1395	1032835	6365701
1396	1033629	6365291
1397	1034409	6364801
1398	1035152	6364078
1399	1035960	6363755
1400	1036743	6363284
1401	1037495	6362614
1402	1038196	6361637
1403	1038912	6360749
1404	1039661	6360067
1405	1040350	6359014
1406	1041048	6358014
1407	1041801	6357354
1408	1042519	6356481
1409	1043258	6355735
1410	1043964	6354794
1411	1044720	6354152
1412	1045461	6353415
1413	1046201	6352677
1414	1047016	6352391
1415	1047728	6351484
1416	1048388	6350257
1417	1049079	6349221
1418	1049880	6348854
1419	1050605	6348024
1420	1051290	6346952
1421	1052087	6346558
1422	1052817	6345761
1423	1053573	6345115
1424	1054307	6344343
1425	1055033	6343521
1426	1055864	6343329
1427	1056568	6342370
1428	1057356	6341916
1429	1058054	6340928
1430	1058825	6340375
1431	1059527	6339406
1432	1060298	6338851
1433	1061066	6338284
1434	1061853	6337820
1435	1062542	6336776
1436	1063237	6335771
1437	1063954	6334892
1438	1064726	6334347
1439	1065489	6333744
1440	1066209	6332883
1441	1066954	6332175
1442	1067746	6331741
1443	1068522	6331217
1444	1069208	6330160
1445	1070002	6329739
1446	1070748	6329033
1447	1071572	6328790
1448	1072283	6327878
1449	1072972	6326836
1450	1073688	6325956
1451	1074409	6325105
1452	1075205	6324696
1453	1075966	6324078
1454	1076646	6322985
1455	1077383	6322229
1456	1078093	6321311
1457	1078884	6320871
1458	1079650	6320283
1459	1080395	6319574
1460	1081098	6318615
1461	1081935	6318443
1462	1082723	6317983
1463	1083461	6317233
1464	1084272	6316907
1465	1085022	6316221
1466	1085674	6314969
1467	1086366	6313951
1468	1087080	6313061
1469	1087820	6312320
1470	1088578	6311680
1471	1089367	6311226
1472	1090111	6310512
1473	1090863	6309836
1474	1091618	6309185
1475	1092358	6308444
1476	1093069	6307539
1477	1093844	6306996
1478	1094583	6306252
1479	1095346	6305642
1480	1096174	6305407
1481	1096822	6304137
1482	1097542	6303280
1483	1098140	6301727
