iter	RMSE
328	0.08621613459
329	0.08615577269
330	0.08609300109
331	0.08602427327
332	0.08597224398
333	0.08591991007
334	0.08585090194
335	0.08581462995
336	0.08577116336
337	0.08569829311
338	0.08565055122
339	0.08558816056
340	0.0855608186
341	0.08550205257
342	0.08543877525
343	0.08539348376
344	0.08533214016
345	0.08528812195
346	0.08522738324
347	0.08518331856
348	0.0851172847
349	0.08507123969
350	0.08503482422
351	0.08499424146
352	0.08491545641
353	0.08484853289
354	0.08481599282
355	0.08477733528
356	0.08474190892
357	0.08469478241
358	0.08462815939
359	0.08455116884
360	0.08450614474
361	0.08447247473
362	0.08441775678
363	0.08437713733
364	0.08434378165
365	0.08430591534
366	0.08425737934
367	0.08420374737
368	0.08417050369
369	0.08412018474
370	0.0840752348
371	0.08402199862
372	0.08398762226
373	0.08393671477
374	0.08388988968
375	0.08382432223
376	0.0837660526
377	0.08373114817
378	0.08367257993
379	0.08361819089
380	0.08356157698
381	0.08351310534
382	0.08344182552
383	0.08336503739
384	0.08329364912
385	0.08324512849
386	0.08320959035
387	0.08315398651
388	0.08310834928
389	0.08307991397
390	0.08300019145
391	0.08294053331
392	0.08290135245
393	0.08282545105
394	0.08278393745
395	0.08273976112
396	0.08269988345
397	0.08266140604
398	0.08261324002
399	0.08257444857
400	0.08251978602
401	0.08246849412
402	0.08240311414
403	0.08236954999
404	0.08231647774
405	0.08228355956
406	0.08221363207
407	0.08217353345
408	0.08211761705
409	0.08207585132
410	0.08200319767
411	0.08193482365
412	0.08189020252
413	0.0818443252
414	0.08181293811
415	0.08174450596
416	0.08171030695
417	0.08166011646
418	0.08163177027
419	0.08159806992
420	0.0815835104
421	0.08153806279
422	0.08146665256
423	0.08138713855
424	0.08134549728
425	0.08130587383
426	0.08127129507
427	0.08120263658
428	0.08114115339
429	0.08112705023
430	0.08106444557
431	0.08103626105
432	0.08100299965
433	0.08097432146
434	0.08093141533
435	0.08086382795
436	0.08083392031
437	0.08080356328
438	0.08076436808
439	0.08070712537
440	0.08067015401
441	0.08060038227
442	0.08054750935
443	0.08047733159
444	0.0804224892
445	0.08039500127
446	0.08032723305
447	0.08029351558
448	0.08024972287
449	0.08022053161
450	0.0801614802
451	0.08013173073
452	0.08009426317
453	0.08004849392
454	0.07999906708
455	0.07995840682
456	0.07992800272
457	0.07988895184
458	0.07984370445
459	0.07981830396
460	0.07979279735
461	0.07975816468
462	0.0797280467
463	0.07969867799
464	0.07965526205
465	0.07962580374
466	0.07960928409
467	0.07955601468
468	0.07952682016
469	0.07947249205
470	0.07943196437
471	0.07938536439
472	0.0793148323
473	0.07926517825
474	0.07922665637
475	0.07918012766
476	0.07915442364
477	0.07910937413
478	0.07908140505
479	0.07905693876
480	0.07898302673
481	0.07893754633
482	0.07889891406
483	0.07886545657
484	0.07883386195
485	0.07877164153
486	0.07873391035
487	0.07869285871
488	0.07864124808
489	0.07862357639
490	0.07857453913
491	0.07853000919
492	0.07848897825
493	0.07847443444
494	0.07838556818
495	0.07834072835
496	0.07830882213
497	0.07827150079
498	0.07824802534
499	0.07820558783
500	0.07814135446
501	0.07810204459
502	0.07807171632
503	0.07803762575
504	0.07800567355
505	0.07793052189
506	0.07788337788
507	0.07786508492
508	0.07782736932
509	0.07780880347
510	0.07775831905
511	0.07768669016
512	0.0776521983
513	0.07760848866
514	0.07758552116
515	0.07755568294
516	0.07751934727
517	0.07749559911
518	0.07743638343
519	0.07741337891
520	0.07739319766
521	0.07738012153
522	0.07735584748
523	0.07732648264
524	0.07727645639
525	0.07723966867
526	0.07719200139
527	0.07714001476
528	0.0770948028
529	0.07703760887
530	0.07701627962
531	0.0769766295
532	0.07695445321
533	0.07692311037
534	0.07688531139
535	0.07685369438
536	0.07680218323
537	0.07675635897
538	0.07673899226
539	0.07669421536
540	0.07665569408
541	0.07663247504
542	0.0766012359
543	0.07656915821
544	0.07652388725
545	0.07648163518
546	0.07643249731
547	0.07639373313
548	0.07637124817
549	0.07633314461
550	0.07631082119
551	0.07625916844
552	0.07622710928
553	0.07619440069
554	0.07617012533
555	0.07612719169
556	0.07610181561
557	0.07608076952
558	0.07604922089
559	0.07603321018
560	0.07601412037
561	0.07598366793
562	0.07592839866
563	0.07588125353
564	0.07584963051
565	0.07582262838
566	0.07575579801
567	0.07573153987
568	0.07570768438
569	0.07564731331
570	0.07561821314
571	0.07558393878
572	0.07553510007
573	0.07550412924
574	0.07544503247
575	0.07540571455
576	0.07538506213
577	0.07536737368
578	0.07533701169
579	0.07531042878
580	0.07527183152
581	0.07523362459
582	0.07519825318
583	0.07516750201
584	0.07514626364
585	0.07509629251
586	0.07507127421
587	0.07502471421
588	0.07501014761
589	0.07498511795
590	0.07493287905
591	0.07490892005
592	0.07487752481
593	0.07483729611
594	0.0747976413
595	0.07477475776
596	0.07475446877
597	0.07470853444
598	0.07467709569
599	0.07465354068
600	0.07463353317
601	0.07459687229
602	0.07453224599
603	0.07448648385
604	0.07445581518
605	0.07442695858
606	0.0744019839
607	0.07438596917
608	0.0743389215
609	0.07430055654
610	0.07428340255
611	0.07425414536
612	0.07423085717
613	0.07418618322
614	0.07415276486
615	0.07412526185
616	0.07408815297
617	0.0740567912
618	0.07402423908
619	0.07398457434
620	0.07394198206
621	0.07391668771
622	0.07389343726
623	0.07385992763
624	0.07382057786
625	0.07376490444
626	0.07372688327
627	0.07371015588
628	0.07368881889
629	0.07365688885
630	0.07362581854
631	0.07361283181
632	0.0735879263
633	0.07354433022
634	0.0734970897
635	0.07346898042
636	0.07343246903
637	0.07339975843
638	0.0733693611
639	0.07332772717
640	0.07328670112
641	0.07325906873
642	0.07321594163
643	0.07319689484
644	0.07317084106
645	0.07313833134
646	0.0731051503
647	0.07308218576
648	0.07305876788
649	0.07302337852
650	0.07299884936
651	0.07297814406
652	0.07293726099
653	0.07289386003
654	0.07288491975
655	0.07285696498
656	0.07282691096
657	0.07279331633
658	0.07275169921
659	0.07272002402
660	0.07270284082
661	0.07263957164
662	0.07260841614
663	0.07257800173
664	0.07256164134
665	0.07252682432
666	0.07246573433
667	0.07243463905
668	0.07239190026
669	0.07234591956
670	0.0723183754
671	0.07227190596
672	0.07224208679
673	0.07222002122
674	0.07216395609
675	0.07214527007
676	0.07212836267
677	0.0721067324
678	0.07208361859
679	0.07206085318
680	0.07204004116
681	0.07202321766
682	0.07199921693
683	0.07196045006
684	0.07193241393
685	0.07190628577
686	0.07189200916
687	0.07185431544
688	0.07179989858
689	0.07176833921
690	0.07173874689
691	0.07171601744
692	0.07169483861
693	0.0716538541
694	0.07162467863
695	0.07160055646
696	0.07155391844
697	0.07151911214
698	0.07149609101
699	0.07144802235
700	0.07143046623
701	0.07137960457
702	0.0713529055
703	0.07132646148
704	0.07130449958
705	0.07128415258
706	0.07124990068
707	0.07121273365
708	0.07116753603
709	0.07114727203
710	0.07109090494
711	0.0710590949
712	0.07103764069
713	0.07102523619
714	0.07099900678
715	0.07097435049
716	0.07094098736
717	0.07091782452
718	0.07089975709
719	0.0708675761
720	0.07083424857
721	0.07079314336
722	0.07077261558
723	0.070725066
724	0.0707036057
725	0.07068099529
726	0.07063856741
727	0.07059491055
728	0.07054982532
729	0.07051336166
730	0.07047849468
731	0.0704619922
732	0.07043975769
733	0.07039641276
734	0.07037335165
735	0.07034902588
736	0.0703275219
737	0.07030006163
738	0.07026438064
739	0.07024252903
740	0.07022017552
741	0.07017905741
742	0.07016550086
743	0.07011732885
744	0.07010215788
745	0.07008089131
746	0.07005800548
747	0.07001542974
748	0.0700044023
749	0.06997422858
750	0.0699510345
751	0.06991203323
752	0.06988221452
753	0.06986816809
754	0.06984148546
755	0.06978663244
756	0.06975014052
757	0.06972635459
758	0.06971793379
759	0.06968655719
760	0.06964394156
761	0.06961510985
762	0.0696018774
763	0.06957691964
764	0.06955489891
765	0.06951638493
766	0.06949292861
767	0.06946062138
768	0.06942507233
769	0.06938029487
770	0.06936577717
771	0.06933593664
772	0.06931565129
773	0.06928863672
774	0.06924302731
775	0.06920377146
776	0.06918971919
777	0.06916864015
778	0.06915133176
779	0.06912282268
780	0.06910601533
781	0.06907237264
782	0.06903448651
783	0.06899691341
784	0.06897551713
785	0.06892589556
786	0.06889964907
787	0.06885583639
788	0.06882271864
789	0.06878956598
790	0.06876145677
791	0.06873464168
792	0.06868309345
793	0.0686619728
794	0.06860935019
795	0.06858951205
796	0.06856425867
797	0.0685352042
798	0.0685073522
799	0.06847061642
800	0.0684479509
801	0.06842033015
802	0.06837447522
803	0.06835969305
804	0.06834146758
805	0.06832357754
806	0.06830119091
807	0.06828690836
808	0.0682634943
809	0.06824123125
810	0.06821521824
811	0.06817885092
812	0.06816178211
813	0.06811194735
814	0.06807657179
815	0.06805605473
816	0.06802484111
817	0.06798985488
818	0.06795796498
819	0.06793595363
820	0.06792333138
821	0.0678834308
822	0.06784045762
823	0.06781426204
824	0.06778501111
825	0.06772877811
826	0.06769689362
827	0.06766007428
828	0.0676372785
829	0.06758537234
830	0.06757244986
831	0.0675480708
832	0.06752854835
833	0.06752118897
834	0.06748173325
835	0.06745110754
836	0.06743220149
837	0.06740802315
838	0.06739110734
839	0.06735311752
840	0.06732738425
841	0.06729010762
842	0.06726768715
843	0.06725957558
844	0.0672361334
845	0.06722155021
846	0.06719220942
847	0.06717399067
848	0.06713883291
849	0.06711568203
850	0.06708917754
851	0.0670525041
852	0.0670276539
853	0.06701616401
854	0.06697973608
855	0.06694075325
856	0.06690439792
857	0.06685434417
858	0.06683261309
859	0.0668044806
860	0.06678285368
861	0.06674983048
862	0.06672626133
863	0.06670481427
864	0.06665984915
865	0.06664469644
866	0.06662442986
867	0.06659678693
868	0.06656374651
869	0.06654477774
870	0.06651947654
871	0.06649491731
872	0.06648091674
873	0.06646223819
874	0.06641961483
875	0.066402012
876	0.06636783349
877	0.0663551127
878	0.06634200627
879	0.06632708235
880	0.06630640737
881	0.0662860603
882	0.06624857493
883	0.06622679272
884	0.06619466402
885	0.06617996953
886	0.06616525537
887	0.06614333074
888	0.06612130355
889	0.0660774902
890	0.06605863837
891	0.06603774444
892	0.06602869526
893	0.06601325614
894	0.06598902877
895	0.06597510528
896	0.06594972062
897	0.06591984011
898	0.06589665666
899	0.06586919654
900	0.06584967462
901	0.065823994
902	0.06580697149
903	0.06578587872
904	0.06575000185
905	0.06573041478
906	0.06570894691
907	0.06569019109
908	0.06566509999
909	0.06564390205
910	0.06563084893
911	0.0656065797
912	0.06559199861
913	0.06556550786
914	0.06554621374
915	0.06550044994
916	0.06547949405
917	0.06546206329
918	0.06543983334
919	0.06541925329
920	0.06540369024
921	0.06536149027
922	0.06534708061
923	0.06533030967
924	0.06531665162
925	0.06529615587
926	0.06528017403
927	0.06525245447
928	0.06522868738
929	0.06521680392
930	0.06519443035
931	0.06517625326
932	0.06515330881
933	0.06513575407
934	0.06510597057
935	0.06507887798
936	0.06505856116
937	0.06503782704
938	0.06498467383
939	0.06496089239
940	0.06494193391
941	0.06491955598
942	0.06490115459
943	0.06487047623
944	0.06485551188
945	0.06483596961
946	0.06482075594
947	0.06479746094
948	0.06477957832
949	0.06476238865
950	0.06473259449
951	0.06471282035
952	0.06468458893
953	0.06465976963
954	0.06462310619
955	0.06458108253
956	0.0645553079
957	0.06453731105
958	0.06451270791
959	0.06449235087
960	0.06446871138
961	0.06444780436
962	0.06441051761
963	0.06439067831
964	0.06436940838
965	0.06433907087
966	0.0643236282
967	0.06429174147
968	0.06426804848
969	0.0642463118
970	0.06423228794
971	0.06420392983
972	0.0641872529
973	0.06415594528
974	0.06414431362
975	0.06413345573
976	0.06411595049
977	0.06409280615
978	0.06406644505
979	0.06404218014
980	0.06400627304
981	0.06396948641
982	0.06394848074
983	0.06393473821
984	0.06392355239
985	0.06389993371
986	0.06388364
987	0.06387196555
988	0.06385374548
989	0.06384280073
990	0.06381888319
991	0.06379420734
992	0.06376247501
993	0.06374831745
994	0.06371593478
995	0.06369487278
996	0.06366244244
997	0.06363281962
998	0.06360026198
999	0.0635692156
1000	0.06354835458
1001	0.06352878645
1002	0.06351037897
1003	0.06348343374
1004	0.06347073055
1005	0.06344974468
1006	0.06343316749
1007	0.06339410146
1008	0.0633605981
1009	0.06334063235
1010	0.06331771594
1011	0.06330241541
1012	0.0632924499
1013	0.06328050843
1014	0.06326612624
1015	0.06324203871
1016	0.06321466287
1017	0.0631975736
1018	0.06318035589
1019	0.06315772193
1020	0.06314498762
1021	0.06312469895
1022	0.0630949442
1023	0.06303871894
1024	0.0630184995
1025	0.06300489555
1026	0.06299629028
1027	0.06297532918
1028	0.0629537985
1029	0.06294064318
1030	0.06292402855
1031	0.0629051954
1032	0.0628929593
1033	0.0628632988
1034	0.06285437337
1035	0.06282402022
1036	0.06280755809
1037	0.06277835566
1038	0.06276518088
1039	0.06274128891
1040	0.06271128642
1041	0.06268650734
1042	0.06266858753
1043	0.06263504301
1044	0.06261103197
1045	0.06259965821
1046	0.06258453975
1047	0.06257364734
1048	0.0625545906
1049	0.06250725879
1050	0.06248360204
1051	0.06246530747
1052	0.06245173264
1053	0.06243359231
1054	0.06241867034
1055	0.06238755839
1056	0.06237044804
1057	0.06235924644
1058	0.06233526512
1059	0.062299295
1060	0.06226309472
1061	0.06224621546
1062	0.06222398901
1063	0.06219441125
1064	0.06217217327
1065	0.06216245301
1066	0.06213062871
1067	0.06211683382
1068	0.0620857911
1069	0.06205612997
1070	0.06203491075
1071	0.06200924467
1072	0.06199685977
1073	0.06198442332
1074	0.06196587618
1075	0.06193617516
1076	0.06191457441
1077	0.06189173033
1078	0.06186280509
1079	0.06184517714
1080	0.06181378006
1081	0.06179820914
1082	0.06178687567
1083	0.06177714754
1084	0.06175628283
1085	0.06175262348
1086	0.06173766715
1087	0.06171666587
1088	0.06170390531
1089	0.06167318676
1090	0.06163037155
1091	0.06160706233
1092	0.06160078038
1093	0.06158748776
1094	0.06156163514
1095	0.06155088649
1096	0.06152980026
1097	0.06151352164
1098	0.06149931627
1099	0.06148690641
1100	0.06146753042
1101	0.06144761791
1102	0.06143389955
1103	0.06140050505
1104	0.0613792999
1105	0.06136021219
1106	0.06132877232
1107	0.06130495146
1108	0.06129658963
1109	0.0612781428
1110	0.06124820762
1111	0.06122633931
1112	0.06120107972
1113	0.0611828669
1114	0.06116376763
1115	0.06114627218
1116	0.06113135234
1117	0.06111202007
1118	0.06109405812
1119	0.06108260466
1120	0.06106418926
1121	0.0610448464
1122	0.06103381449
1123	0.06101701539
1124	0.06099959184
1125	0.06098179275
1126	0.06094281683
1127	0.06092176268
1128	0.06089930974
1129	0.06088374764
1130	0.06085175452
1131	0.06083673029
1132	0.06081377432
1133	0.06079681077
1134	0.06078350677
1135	0.06076779344
1136	0.06074011094
1137	0.06072001713
1138	0.06069793346
1139	0.060655655
1140	0.06063396718
1141	0.06062199668
1142	0.06060397913
1143	0.06057852819
1144	0.0605501814
1145	0.060530703
1146	0.06050769197
1147	0.06048339685
1148	0.06047144325
1149	0.06045430457
1150	0.06043875372
1151	0.06042616201
1152	0.06041101036
1153	0.06040029798
1154	0.06037478097
1155	0.06035585979
1156	0.06033921765
1157	0.0603204096
1158	0.06030189656
1159	0.06027093933
1160	0.06025451174
1161	0.06023485115
1162	0.06022583024
1163	0.06020580299
1164	0.06018110617
1165	0.06015092667
1166	0.06012199698
1167	0.06010723138
1168	0.0600889528
1169	0.06005919551
1170	0.06004713395
1171	0.06003083696
1172	0.06001215856
1173	0.05999485426
1174	0.05995346993
1175	0.05993278246
1176	0.05990779355
1177	0.0598858367
1178	0.05986277742
1179	0.05984141045
1180	0.0598232704
1181	0.05979653694
1182	0.05978131295
1183	0.0597709385
1184	0.05973656162
1185	0.05969857442
1186	0.05967532991
1187	0.0596600076
1188	0.05964824964
1189	0.05963132439
1190	0.05961146738
1191	0.05959770008
1192	0.05959202126
1193	0.05956099239
1194	0.05952760213
1195	0.05949498566
1196	0.05947863784
1197	0.05944946507
1198	0.0594203383
1199	0.05938629268
1200	0.05937009793
1201	0.05935914462
1202	0.05934185312
1203	0.05932134063
1204	0.05931112568
1205	0.05930074042
1206	0.05927605692
1207	0.05924976786
1208	0.05922459899
1209	0.05919960662
1210	0.05918310929
1211	0.05915942167
1212	0.05913220435
1213	0.05911820415
1214	0.05910638437
1215	0.05908793041
1216	0.05906210026
1217	0.05905037412
1218	0.05903249159
1219	0.05899909501
1220	0.05897922778
1221	0.0589633487
1222	0.05895318599
1223	0.05893886492
1224	0.05891856801
1225	0.05888584668
1226	0.05886746385
1227	0.0588520069
1228	0.05882982037
1229	0.05880659088
1230	0.05877890336
1231	0.05877099738
1232	0.05874497424
1233	0.05873331982
1234	0.05871007805
1235	0.05868601993
1236	0.05866268534
1237	0.05864347484
1238	0.05861648133
1239	0.05858098189
1240	0.05857061742
1241	0.05855984481
1242	0.05854481327
1243	0.05852258082
1244	0.0584948276
1245	0.05847915512
1246	0.0584698336
1247	0.05843747081
1248	0.05842253796
1249	0.05840792867
1250	0.05838273372
1251	0.05836564809
1252	0.05832037494
1253	0.05828876233
1254	0.05826136952
1255	0.0582478632
1256	0.05822323155
1257	0.05821094448
1258	0.05819102847
1259	0.05816773066
1260	0.05815897943
1261	0.05814764477
1262	0.05813592666
1263	0.0581205107
1264	0.05810711
1265	0.05808249909
1266	0.05806271492
1267	0.0580369152
1268	0.05801399933
1269	0.05799108378
1270	0.05797204615
1271	0.05795018453
1272	0.05792602649
1273	0.05791514524
1274	0.05788641573
1275	0.05786956469
1276	0.05785210028
1277	0.05783018016
1278	0.05782031997
1279	0.05780463941
1280	0.05778426373
1281	0.05775618018
1282	0.05772178919
1283	0.057711261
1284	0.05768746056
1285	0.05766242749
1286	0.05764253118
1287	0.0576168997
1288	0.05759244906
1289	0.05758185005
1290	0.05755436996
1291	0.05752476337
1292	0.0575025881
1293	0.0574782684
1294	0.05745212303
1295	0.05742490438
1296	0.05742030866
1297	0.05740257318
1298	0.05739403466
1299	0.0573735605
1300	0.05735751535
1301	0.05734371657
1302	0.05731812016
1303	0.05730275911
1304	0.05727249699
1305	0.05725963212
1306	0.05724962243
1307	0.05723120191
1308	0.05722145306
1309	0.05718442836
1310	0.05718095903
1311	0.05715982694
1312	0.05713390475
1313	0.05711541267
1314	0.0570959004
1315	0.05707719425
1316	0.05704861599
1317	0.05702294237
1318	0.0569974135
1319	0.05697180453
1320	0.05695730573
1321	0.05694523583
1322	0.05693903488
1323	0.05691707234
1324	0.05690901653
1325	0.05688874977
1326	0.05684532206
1327	0.05683392996
1328	0.05680768502
1329	0.05678067216
1330	0.0567680652
1331	0.05674112922
1332	0.05672891757
1333	0.05671429729
1334	0.05669597304
1335	0.05667849972
1336	0.05666896637
1337	0.0566563614
1338	0.05664408928
1339	0.05662889073
1340	0.0566142427
1341	0.05660170808
1342	0.05658134277
1343	0.05656667667
1344	0.05655552427
1345	0.05652603071
1346	0.05651133102
1347	0.05650341541
1348	0.05649268708
1349	0.05647447754
1350	0.05646723594
1351	0.05644324008
1352	0.05643310676
1353	0.05641270947
1354	0.05640105855
1355	0.05637758181
1356	0.05635200157
1357	0.05632953242
1358	0.05628188792
1359	0.05625531977
1360	0.05623831807
1361	0.05622134988
1362	0.0562146922
1363	0.05618855441
1364	0.05616768919
1365	0.05614953291
1366	0.05613053266
1367	0.05611147176
1368	0.05608688011
1369	0.05606437834
1370	0.05604398061
1371	0.05603395153
1372	0.05602203372
1373	0.05600476526
1374	0.05597647407
1375	0.05596007688
1376	0.05594758019
1377	0.05592296891
1378	0.05589280529
1379	0.055875633
1380	0.0558660521
1381	0.05584836581
1382	0.0558318084
1383	0.0558255402
1384	0.05580139106
1385	0.05577876438
1386	0.05576218631
1387	0.05574062159
1388	0.05571959058
1389	0.05569908805
1390	0.05567413666
1391	0.05565612975
1392	0.0556250929
1393	0.05560230069
1394	0.05558231979
1395	0.05556468396
1396	0.05554931721
1397	0.05554014167
1398	0.05551192879
1399	0.05549658462
1400	0.05548371723
1401	0.05546804991
1402	0.05545525818
1403	0.05543158275
1404	0.05540876977
1405	0.05539715481
1406	0.05538709883
1407	0.05535679237
1408	0.05533551143
1409	0.05532189762
1410	0.05529420214
1411	0.05527573143
1412	0.05526020568
1413	0.05524446121
1414	0.05522246216
1415	0.05521408236
1416	0.05520141875
1417	0.0551896755
1418	0.05515991056
1419	0.0551428174
1420	0.05513302442
1421	0.05511688683
1422	0.05510410625
1423	0.05508555799
1424	0.05507036925
1425	0.05504491576
1426	0.05503067332
1427	0.05500244603
1428	0.05498283203
1429	0.05496869802
1430	0.05495500916
1431	0.05492715836
1432	0.0549095159
1433	0.05489402907
1434	0.05487676401
1435	0.05486479682
1436	0.05484966777
1437	0.05483292371
1438	0.05481972217
1439	0.05480117877
1440	0.05479339482
1441	0.05477865462
1442	0.0547592045
1443	0.05474457417
1444	0.05472507025
1445	0.05469789886
1446	0.05467977909
1447	0.05465825245
1448	0.0546508855
1449	0.05463563358
1450	0.05462764108
1451	0.05460962333
1452	0.05459438576
1453	0.05458789189
1454	0.05458327028
1455	0.05457522034
1456	0.05455965655
1457	0.05454956369
1458	0.05452821278
1459	0.05450241041
1460	0.05448137005
1461	0.05445234723
1462	0.05443247514
1463	0.05442544692
1464	0.05440670324
1465	0.05439766052
1466	0.0543866986
1467	0.05437941474
1468	0.05436356106
1469	0.05434343259
1470	0.05433323758
1471	0.05431314187
1472	0.054295512
1473	0.0542820937
1474	0.05426969108
1475	0.05425994075
1476	0.05424351738
1477	0.05423393462
1478	0.05422554231
1479	0.05419390869
1480	0.05418351712
1481	0.05416526739
1482	0.0541463574
1483	0.05413419462
1484	0.05410823046
1485	0.05408786033
1486	0.05407577079
1487	0.05405995066
1488	0.05405278356
1489	0.05404611606
1490	0.05403308422
1491	0.0540188787
1492	0.05401014922
1493	0.05400117892
1494	0.05398267837
1495	0.05395649632
1496	0.05395099096
1497	0.05393876399
1498	0.05392579888
1499	0.05391085774
1500	0.05389973635
